RepRapFirmware height map file v2 generated at 2023-03-21 00:30, min error -0.023, max error 0.230, mean 0.127, deviation 0.072
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,23.00,225.00,3.50,210.00,-1.00,67.33,68.83,4,4
  0.100,  0.175,  0.129,  0.070
  0.175,  0.210,  0.146, -0.023
  0.230,  0.209,  0.197,  0.021
  0.158,  0.059,  0.128,  0.048
